,pre_election_weight_ftf,post_election_weight_ftf,pre_voting_status,pre_economy_last_year,pre_party_id,pre_gun_access_importance,pre_unauthorized_immigrants,pre_birthright_citizenship,pre_govt_assist_to_blacks,pre_affirmative_action,pre_crime_budget,pre_welfare_budget,pre_childcare_budget,pre_aid_to_poor_budget,pre_environment_budget,pre_troops_to_fight_isis,pre_syrian_refugees,pre_trust_washington,pre_interests_of_few_or_many,pre_govt_waste_tax_money,pre_govt_corruption,pre_are_people_trustworthy,pre_govt_attention,pre_global_warming,pre_govt_action_rising_temp,pre_govt_services_same_sex_couples,pre_transgender_policy,pre_lgbt_protection_laws,pre_gay_marriage,pre_abortion,pre_death_penalty,pre_economy_since_2008,pre_angry_at_obama,pre_proud_of_obama,pre_religion_importance,pre_religion_provides_guidance,pre_bible_word_of_got_or_men,pre_attend_religions_services,pre_how_often_religious_services,pre_major_religious_groups,pre_age_group,pre_marital_status,pre_education_level,pre_occupation_status,pre_social_class,pre_race,pre_place_of_birth,pre_children_in_household,pre_home_internet_use,pre_cell_or_landline,pre_length_in_current_coummunity,pre_home_ownership,pre_unexpired_passport,pre_gender,pre_roughing_up_protestors,pre_justified_use_of_violence,pre_feminist,pre_income,pre_political_correctnses,pre_gun_ownership,pre_sexist_remarks,pre_women_appreciating_men,pre_women_power_over_men,pre_men_on_leash,pre_sexual_orientation,pre_party_representation_house,pre_party_representation_senate,pre_general_satisfaction,pre_talk_about_voting,pre_political_meetings,pre_political_visibility,pre_work_for_party,pre_monetary_contribution_to_party,pre_party_contributed_to,post_monetary_contribution_to_party,post_party_contributed_to,post_protest_participation,post_signed_petition,post_give_money_to_relig_org,post_give_money_to_soc_pol_org,post_social_media_political_message,post_contact_representative,post_party_registration,post_voted_in_2016,post_pres_vote_self_rep,post_pres_vote_admin,post_strength_of_vote,post_house_vote,post_senate_vote,post_governor_vote,post_reason_not_registered,post_clinton_rating,post_trump_rating,post_christian_fundamentalist_rating,post_feminist_rating,post_liberal_rating,post_labor_unions_rating,post_poor_people_rating,post_big_business_rating,post_conservative_rating,post_supreme_court_rating,post_lgbt_rating,post_congress_rating,post_rich_people_rating,post_muslims_rating,post_christians_rating,post_jews_rating,post_tea_party_rating,post_police_rating,post_transgender_rating,post_scientists_rating,post_blm_rating,post_world_like_america,post_american_flag,post_american_flag_summary,post_economic_mobility,post_vaccines,post_gender_income_equality,post_immigration_levels,post_immigration_takes_away_jobs,post_worry_terrorist_attack,post_need_free_thinkers,post_rotten_apples,post_strong_leader,post_liberal_conservative,post_discuss_politics,post_wiretaps,post_marijuana,post_bank_regulation,post_trump_towards_women,post_which_is_conservative_party,post_healthcare_spending,post_attitude_toward_changing_world,post_tolerate_other_morals,post_trad_values,post_no_favors_for_blacks,post_slavery_impact,post_blacks_deserve_more,post_blacks_should_try_harder,post_bond_with_child,post_man_works,post_women_discrimination,post_preferential_hiring,post_child_indep_respect,post_child_curiosity_manners,post_child_obedience_self_reliance,post_child_considerate_behave,post_govt_knew_9_11,post_obama_muslim,post_politicians_are_problem,post_strong_leader_bend_rules,post_minorities_should_adapt,post_immigrants_good_for_economy,post_immigrants_harm_culture,post_immigrants_increase_crime,post_truly_american_us_born,post_truly_american_us_ancestry,post_truly_american_speak_english,post_truly_american_follow_trad,post_satisfied_with_democracy,post_asian_american_feeling_therm,post_hispanics_feeling_therm,post_blacks_feeling_therm,post_illegal_imm_feeling_therm,post_whites_feeling_therm,post_whites_work_together,post_hiring_minorities,post_govt_treatment_whites_blacks,post_govt_treatment_degree,post_police_treatment_whites_blacks,post_police_treatment_degree,post_white_influence,post_black_influence,post_hispanic_influence,post_asian_influence,post_whites_hardworking,post_blacks_hardworking,post_hispanics_hardworking,post_asians_hardworking,post_whites_violent,post_blacks_violent,post_hispanics_violent,post_asians_violent,post_muslims_violent,post_christians_violent,post_muslims_patriotic,post_christians_patriotic,post_discrim_blacks,post_discrim_hispanics,post_discrim_asians,post_discrim_whites,post_discrim_lgbt,post_discrim_women,post_discrim_men,post_discrim_muslim,post_discrim_christian,post_discrim_transgender,post_discrim_personal,post_skintone,post_discrim_skintone,post_support_trump,post_gender,post_age_est,post_inform_level,post_intelligence
3493,0,0,3,1,6,1,3,6,6,6,2,2,2,2,1,4,3,3,2,1,3,2,1,1,6,6,6,1,1,3,1,1,2,2,2,,2,1,4,,13,1,14,1,,5,4,0,1,3,30,3,1,1,3,1,2,24,4,0,3,5,5,5,2,1,2,1,2,2,2,2,2,,2,,2,2,2,2,2,2,2,1,1,1,11,2,1,,,100,0,15,100,50,60,85,70,0,85,100,30,85,85,60,85,0,70,85,100,85,5,1,1,6,1,1,1,2,2,5,5,5,4,4,2,1,1,1,2,2,1,1,5,1,2,5,1,6,4,2,2,2,2,1,2,3,9,4,4,2,1,5,5,4,3,1,2,2,85,85,85,85,50,,,2,,1,2,2,2,3,3,2,3,1,2,3,2,2,2,2,2,2,2,2,2,3,4,1,2,4,1,3,1,3,2,4,,,,,
3494,0,0,3,2,1,1,3,7,2,2,1,1,1,1,1,7,1,2,2,2,4,2,2,1,1,6,6,1,2,4,4,1,1,4,1,3,2,1,1,,13,1,14,5,,1,4,0,1,3,28,3,1,1,1,1,1,28,2,0,4,5,4,5,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,11,1,,,,85,0,30,100,85,85,100,60,40,85,70,30,60,85,100,85,15,85,70,85,70,2,3,4,6,1,1,1,3,4,1,5,5,2,7,1,1,2,1,2,2,5,1,2,4,1,1,5,4,4,1,2,1,1,2,1,3,10,5,5,3,1,5,5,4,4,1,3,4,85,100,85,70,60,2,5,2,,1,1,1,3,3,2,3,4,3,1,5,4,3,2,4,3,3,2,2,4,4,4,3,2,5,1,4,2,5,1,5,,,,,
3495,0,0,3,2,2,3,3,4,3,4,1,2,3,2,3,2,4,3,2,2,4,2,2,1,4,2,5,1,2,3,2,2,1,3,2,,3,1,4,,9,1,14,1,,3,4,0,1,2,1,4,1,1,3,2,3,21,2,0,3,5,4,4,1,2,2,3,2,2,2,2,2,,2,,2,2,2,2,2,2,1,0,,,,,,,,61,41,41,61,60,52,62,51,51,61,51,62,51,41,60,51,51,60,51,71,50,3,1,2,6,2,2,3,3,3,3,3,2,3,,2,3,4,2,2,4,2,2,3,2,2,3,2,6,4,4,4,2,2,1,2,2,8,4,4,2,2,4,2,2,3,2,3,2,70,60,62,59,74,,,2,,2,,2,1,2,3,3,4,2,2,2,4,3,2,4,2,4,2,3,3,4,5,3,4,5,3,5,3,3,3,4,,,,,
3496,0,0,3,3,1,1,2,4,4,4,2,1,3,1,1,4,4,4,2,2,2,3,1,2,4,5,2,2,3,3,3,3,4,4,1,3,1,1,2,,4,6,12,1,,6,1,0,1,3,20,3,1,2,3,3,3,9,3,8,3,3,3,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,0,0,3,2,1,1,3,6,4,4,1,1,1,1,1,2,4,3,1,2,2,4,2,1,2,5,5,1,1,1,2,1,1,4,1,2,2,1,4,,6,6,10,1,,5,4,2,1,2,12,1,1,2,2,4,2,11,1,0,3,5,5,3,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,0,0,3,4,7,1,2,1,7,7,2,2,2,2,2,1,7,5,1,1,2,2,1,2,7,1,1,4,3,1,1,5,5,1,1,3,2,1,1,,9,6,14,1,,1,1,0,1,3,11,2,2,2,3,1,3,19,4,1,1,1,3,3,1,2,2,3,1,2,2,2,2,,2,,2,2,1,2,1,1,2,1,2,2,21,2,2,,,0,100,100,40,50,40,50,70,100,30,50,15,50,50,100,100,100,100,50,50,0,1,1,1,7,1,2,5,1,3,1,2,1,7,7,2,2,7,4,2,7,5,4,1,1,4,5,1,7,1,7,5,2,2,1,2,4,10,1,5,1,3,1,1,3,3,1,1,4,50,50,60,0,50,1,3,3,3,2,,2,1,1,2,5,5,4,4,5,5,5,4,6,2,5,1,3,3,5,4,4,4,4,3,2,4,4,1,4,,,,,
3499,0,0,3,3,4,2,3,4,7,5,3,2,3,2,3,7,5,3,1,1,2,2,1,1,7,1,4,1,1,4,1,2,2,2,2,,3,2,,,4,1,10,1,,1,1,0,1,2,12,1,1,1,2,1,2,24,4,6,3,2,4,5,1,2,2,2,1,2,2,2,2,,2,,2,2,2,1,1,2,,1,1,1,11,2,2,,,85,0,15,100,85,50,70,60,30,70,100,40,70,85,50,100,15,85,85,100,70,4,1,2,3,1,1,3,3,3,1,5,5,2,7,2,1,3,1,2,4,3,1,4,4,1,2,2,6,4,2,5,1,1,2,1,3,10,3,5,3,2,5,5,4,4,2,3,2,50,85,70,60,50,3,5,1,3,1,2,1,3,3,2,4,4,2,1,5,5,2,1,5,5,3,3,2,2,5,5,1,2,5,1,5,1,5,2,5,,,,,
3500,0,0,3,3,5,2,3,4,5,6,3,2,3,3,1,4,5,3,1,1,4,2,1,1,3,1,1,1,3,2,2,2,2,2,1,2,1,1,2,,8,6,11,4,,1,1,0,1,2,15,1,2,1,3,1,2,8,3,4,2,2,2,3,1,1,2,4,2,2,2,2,2,,2,,2,2,1,2,2,2,,1,3,3,30,1,,1,,50,55,70,70,65,80,85,55,70,65,50,65,50,50,80,50,75,75,50,85,50,3,1,2,7,5,1,4,2,2,2,2,2,4,,2,1,4,4,1,3,5,2,2,2,3,3,3,6,4,4,5,2,1,1,1,2,6,5,4,2,3,3,3,2,2,2,2,2,55,55,55,55,55,3,3,2,,1,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,4,3,4,4,3,4,3,5,4,5,,,,,
3501,0,0,3,2,1,3,3,6,3,6,1,1,1,1,1,6,2,4,1,1,3,2,3,1,2,2,1,1,3,3,2,1,2,5,1,3,1,1,1,,4,1,13,1,,2,1,2,1,3,2,2,2,2,1,1,3,22,2,0,3,2,2,2,1,2,2,1,2,2,2,2,2,,2,,2,2,1,2,2,2,,1,1,1,10,1,1,,,40,0,100,100,40,100,100,40,40,50,15,0,50,50,100,50,0,100,30,85,100,4,3,4,6,1,1,3,4,5,2,5,5,99,3,2,1,2,1,2,2,5,2,2,4,1,2,5,6,1,1,4,2,2,1,2,2,10,1,5,5,2,5,5,4,4,2,3,2,50,50,50,50,50,,,1,1,1,1,1,3,3,3,4,5,2,3,4,4,4,4,4,1,4,4,1,2,4,5,2,1,5,1,4,3,4,8,4,,,,,
3502,0,0,3,3,6,2,2,4,4,7,3,2,3,3,3,4,7,4,1,1,3,2,2,1,1,1,1,1,2,2,4,2,4,2,2,,3,1,4,,6,1,14,1,,5,1,3,1,2,12,2,1,1,5,1,2,25,4,,3,3,3,4,1,2,2,4,1,2,2,2,2,,2,,2,2,2,2,1,2,2,1,2,2,21,2,2,,,17,32,25,63,40,36,70,39,55,62,50,35,74,0,63,66,70,81,44,85,8,3,1,1,7,2,4,3,2,3,2,4,4,99,2,2,3,4,4,,7,4,4,2,4,4,5,3,4,4,4,5,1,1,2,1,3,8,4,3,1,1,3,3,3,4,2,2,2,92,77,52,14,76,,,3,2,1,1,2,2,2,2,2,5,1,1,3,5,4,1,6,1,7,4,2,4,4,4,3,3,4,4,4,4,5,2,5,,,,,
3503,0,0,3,1,5,2,1,2,4,4,3,2,3,3,3,6,7,4,1,1,2,2,2,2,4,1,6,1,1,4,4,1,1,5,1,3,1,1,3,,8,1,16,1,,6,1,0,1,3,17,2,2,2,1,1,3,17,3,1,5,5,5,5,1,2,1,2,1,2,2,2,2,,2,,2,2,1,1,2,2,,1,1,1,11,1,2,,,92,0,40,51,84,50,51,17,84,84,50,9,50,51,51,86,1,9,51,95,50,5,2,7,2,6,1,3,4,1,2,4,5,2,,1,1,1,1,,1,5,2,2,2,5,3,4,4,4,6,5,1,2,2,1,4,10,1,5,2,3,5,4,4,4,1,4,2,50,50,50,7,51,,,2,,1,1,1,3,3,3,6,6,2,2,7,5,7,2,5,7,1,7,3,3,3,4,3,2,2,3,5,3,1,2,4,,,,,
3504,0,0,3,3,1,2,3,4,5,2,1,2,3,1,3,1,6,4,1,2,4,4,2,1,2,6,5,1,1,3,1,2,1,4,1,2,2,2,,,10,1,9,1,,1,1,0,1,3,28,3,1,2,1,1,3,27,2,2,3,3,3,3,1,2,2,3,1,2,2,2,2,,2,,2,2,2,1,2,2,4,1,1,1,10,1,,,,30,60,60,40,40,60,85,60,40,60,70,40,50,40,100,85,30,70,85,85,60,2,1,2,3,1,1,4,3,2,2,4,4,5,3,3,2,2,4,2,4,3,4,1,4,1,2,5,4,4,2,4,2,2,2,1,4,10,4,2,2,2,4,5,2,4,2,2,2,85,85,85,40,60,5,5,1,2,1,1,1,3,3,3,5,2,1,1,5,4,2,2,4,2,3,2,1,1,4,4,2,2,5,3,4,1,3,4,3,,,,,
3505,0,0,1,5,4,,,4,99,4,,,,,,4,4,,,,1,3,,1,,,,,,,,4,1,,1,3,2,1,1,,,4,,4,,1,,0,1,2,8,,2,2,,,,,,1,3,2,,5,1,,,3,2,2,2,2,2,,2,,2,2,1,2,2,2,,,,,,,,,0,41,1,51,50,50,51,70,50,49,51,,50,50,70,86,71,51,50,51,71,50,3,3,4,,,,,,,3,3,3,99,0,,3,,,,,3,3,3,3,3,3,3,4,4,,,2,2,1,1,,,3,3,3,3,3,3,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
3506,0,0,3,1,1,3,3,7,4,2,3,3,3,1,1,4,1,3,1,3,2,3,1,1,4,3,6,1,1,4,3,1,1,5,2,,3,2,,,8,4,10,1,,1,1,1,1,2,40,2,2,2,1,1,2,25,2,15,4,4,5,4,1,2,2,2,1,2,2,2,2,,2,,2,2,2,2,1,2,1,1,1,1,11,1,1,1,,60,0,15,70,85,60,100,60,30,60,85,0,50,85,15,60,0,100,85,85,70,2,1,1,4,1,1,3,4,3,2,3,4,1,4,2,1,2,1,2,4,2,1,4,4,2,3,4,6,4,4,2,2,2,1,2,2,10,2,4,2,2,4,4,3,3,2,3,2,70,70,70,40,70,4,5,2,,2,,2,3,3,3,3,4,1,3,5,5,3,3,3,4,3,2,2,2,4,5,2,3,5,2,5,2,5,2,5,,,,,
3507,0,0,3,2,3,2,3,4,1,4,2,1,1,1,1,7,3,4,1,1,2,3,2,1,1,6,6,1,1,2,4,2,2,4,1,3,3,1,2,,4,6,13,1,,1,1,0,1,2,32,1,1,1,2,1,1,14,2,0,4,2,4,5,2,1,1,3,1,2,2,2,2,,2,,2,1,1,2,1,2,4,1,1,1,11,,,,,90,0,0,100,90,50,65,70,30,85,100,85,30,50,40,85,30,40,100,85,100,3,2,6,6,1,1,5,2,5,1,4,5,2,1,1,2,4,1,2,7,2,2,5,5,2,2,5,6,6,1,5,2,1,2,1,2,10,5,5,2,5,1,3,4,4,1,2,2,85,85,85,15,80,1,3,2,,1,2,1,3,3,3,2,2,1,1,2,6,5,1,5,5,4,2,1,4,4,3,3,1,4,1,5,1,5,2,5,,,,,
3508,0,0,3,3,5,4,3,3,5,6,1,3,1,1,1,2,6,4,1,1,4,3,2,1,2,5,3,1,1,4,4,3,3,2,2,,3,2,,,11,1,13,5,,1,4,0,1,3,18,3,1,1,1,1,2,,1,0,3,3,3,4,1,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,4,1,2,2,20,1,1,,,50,61,41,60,51,52,61,50,59,65,51,61,51,51,61,61,40,71,50,52,43,5,1,2,6,2,1,4,2,1,1,2,3,5,0,2,3,4,4,2,2,2,4,2,2,2,4,3,7,4,1,5,2,2,2,1,2,4,3,4,2,2,2,3,4,4,1,1,2,50,70,70,2,69,5,4,2,,2,,2,2,3,3,3,4,2,2,5,4,5,3,6,4,4,4,3,3,2,4,1,2,4,2,4,1,4,1,5,,,,,
3509,0,0,3,3,7,2,3,7,7,4,1,2,3,3,2,1,7,5,1,1,1,3,3,2,7,1,1,4,3,1,1,5,5,1,1,3,1,1,1,,11,1,12,1,,1,1,0,1,3,40,2,2,1,3,1,3,23,4,1,2,5,5,5,1,2,2,1,1,2,2,2,2,,2,,2,2,1,2,2,2,2,1,2,2,21,2,2,,,9,78,91,2,1,20,51,21,61,73,2,48,52,1,99,75,55,100,2,75,0,1,1,1,7,2,1,5,1,4,5,1,1,5,2,2,2,4,7,2,6,5,5,1,1,5,5,1,7,1,7,5,2,2,1,2,2,1,2,1,1,2,3,1,2,3,1,1,2,70,70,53,60,85,1,1,1,3,2,,2,3,3,3,3,4,3,2,2,4,5,3,4,1,7,1,2,2,3,4,2,3,4,2,1,2,5,1,5,,,,,
3510,0,0,3,2,1,3,3,6,4,4,1,3,3,3,1,1,2,3,1,2,4,3,2,1,1,6,6,1,1,4,1,1,1,4,2,,2,2,,,7,4,10,1,,1,1,1,1,2,7,1,2,1,3,1,3,12,1,0,3,3,2,3,3,2,1,3,2,2,2,2,2,,2,,2,2,2,2,2,2,,0,,,,,,,,100,1,1,17,84,51,85,14,2,51,87,0,51,85,83,83,1,30,87,85,62,2,1,2,7,1,1,3,2,3,5,3,5,1,4,1,1,1,1,2,2,1,1,3,2,2,3,3,5,4,2,5,2,2,2,1,2,10,3,5,1,2,4,5,3,1,1,1,2,88,68,71,51,84,5,4,2,,2,,1,2,3,3,4,6,2,2,4,5,4,2,2,2,4,6,2,2,4,4,1,4,3,1,4,1,4,1,4,,,,,
3511,0,0,3,3,6,2,3,2,7,7,1,2,1,3,1,1,7,4,1,1,4,4,2,1,1,6,1,1,1,4,2,2,3,2,1,3,2,1,2,,2,6,13,1,,5,1,0,1,2,1,1,1,1,3,2,2,15,4,0,2,3,3,4,1,2,1,2,2,2,2,2,2,,2,,2,2,1,2,2,2,2,1,2,2,20,2,2,,,10,60,50,30,10,50,50,50,60,50,50,40,50,50,80,50,50,70,10,100,10,3,1,2,1,1,1,3,3,1,1,3,1,5,3,2,1,5,4,2,6,2,3,2,1,5,5,1,7,2,6,5,1,1,2,2,4,9,4,4,2,3,3,3,2,2,1,2,2,50,90,50,0,50,,,3,2,2,,2,2,2,2,4,4,4,4,4,5,4,2,6,2,6,4,3,3,3,3,3,3,3,3,3,3,4,2,4,,,,,
3512,0,0,3,5,7,1,1,1,7,7,1,2,2,2,2,4,7,4,1,1,4,4,3,1,7,1,1,1,3,1,1,5,4,1,1,2,2,2,,,9,1,7,1,,1,1,0,1,3,36,2,1,1,5,1,3,25,4,,2,3,4,5,1,2,2,3,2,2,2,2,2,,2,,2,1,2,2,1,2,,1,2,2,21,2,2,2,,8,70,52,40,17,15,85,60,90,31,50,15,70,50,95,70,84,93,70,60,15,3,1,1,7,4,1,3,3,2,2,3,2,7,,1,2,4,7,2,7,4,2,1,1,5,3,3,4,1,4,5,2,2,2,1,4,2,2,2,2,2,4,2,1,4,1,2,2,60,60,60,0,60,5,4,2,,2,,2,2,2,2,4,3,5,5,2,5,4,3,4,2,5,2,4,3,4,4,3,3,4,4,4,3,5,2,5,,,,,
3513,0,0,3,2,2,1,1,1,5,5,1,3,1,3,1,1,6,3,1,1,2,2,2,1,1,6,5,1,1,4,1,3,2,4,2,,2,2,,,6,1,11,1,,5,4,2,1,2,23,1,1,2,5,1,3,21,1,0,4,3,2,5,1,2,2,2,1,2,2,2,2,,2,,2,1,2,1,2,2,1,1,1,1,11,1,1,,,93,1,17,52,51,55,71,17,31,31,85,8,51,66,51,60,15,85,70,93,50,4,1,1,7,1,1,4,4,1,2,3,3,99,,2,1,1,2,2,2,1,1,2,2,2,3,5,7,4,1,2,1,2,1,1,2,8,2,3,1,1,5,2,4,3,2,1,4,90,90,85,61,90,,,1,1,2,,1,3,3,3,3,3,2,2,3,4,3,3,4,4,3,3,2,2,2,4,2,2,4,1,4,2,3,3,4,,,,,
3514,0,0,3,3,4,2,3,6,99,4,1,3,1,1,1,4,6,4,2,1,3,3,2,1,4,5,6,2,3,1,1,3,3,1,1,3,1,1,1,,13,1,7,5,,1,1,0,1,1,6,2,2,2,1,2,2,1,1,15,3,1,5,5,1,1,1,4,2,2,2,2,2,,2,,2,2,2,2,2,2,2,1,2,2,21,2,2,,,4,63,72,,61,73,,51,62,52,4,,51,,96,88,,98,34,86,54,1,1,1,6,1,4,1,3,2,2,3,2,99,,1,2,4,4,2,6,2,3,3,1,3,5,1,7,5,4,2,1,2,1,2,3,6,3,5,3,5,3,3,1,1,1,1,4,62,53,52,52,96,1,1,2,,2,,2,1,1,1,1,5,4,4,3,5,4,4,4,1,4,1,3,2,2,5,1,2,4,4,5,2,3,1,5,,,,,
3515,0,0,3,3,1,3,3,4,99,7,3,3,1,3,3,6,6,4,1,3,2,3,1,1,6,6,5,1,1,4,1,2,1,5,1,3,2,1,4,,4,1,14,1,,6,1,2,1,3,5,2,1,1,1,1,3,22,2,0,3,3,3,3,1,2,1,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,0,0,3,3,7,3,2,4,6,4,3,2,3,3,3,4,5,4,1,1,2,2,2,1,4,5,4,1,1,2,3,4,4,1,1,3,2,1,2,,5,1,14,7,,1,1,2,1,2,14,2,1,2,4,1,3,28,2,0,4,4,5,5,1,2,2,2,2,2,2,2,2,,2,,2,2,1,2,2,2,,1,2,2,21,,2,,,0,60,50,15,10,25,50,75,85,65,50,30,50,50,100,85,50,85,50,50,,2,1,1,5,4,3,3,3,2,3,2,2,6,3,2,1,5,3,2,3,2,2,2,2,3,4,2,6,1,6,5,2,2,2,1,3,4,3,3,3,4,4,4,3,3,2,2,2,100,100,50,5,100,4,4,1,3,1,2,2,2,3,3,3,6,2,1,2,3,2,1,3,1,3,1,4,4,4,4,3,4,4,4,5,3,5,1,5,,,,,
3517,0,0,3,3,1,3,2,4,99,4,1,2,1,1,1,4,4,3,2,2,3,3,1,1,2,6,5,1,1,4,1,3,1,3,2,,2,2,,,8,3,11,1,,1,1,0,2,2,24,2,2,2,1,1,3,11,1,0,3,3,3,3,1,2,1,3,1,2,2,2,2,,2,,2,2,2,2,2,2,,1,1,1,10,1,2,,,74,9,50,50,50,50,50,50,50,85,85,70,50,50,85,84,50,85,50,85,50,3,1,1,6,2,2,5,1,1,2,3,3,99,,2,1,4,1,,2,2,2,3,3,5,3,4,4,4,2,5,2,2,1,2,2,8,3,5,3,4,4,4,3,4,1,1,2,50,50,50,44,50,3,3,2,,2,,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,2,4,4,2,4,2,5,2,5,,,,,
3518,0,0,3,2,2,1,3,2,99,4,1,3,1,2,1,7,2,4,1,1,2,2,3,1,2,6,6,1,1,4,1,1,1,4,2,,3,2,,,8,4,13,1,,1,1,1,1,2,20,1,1,1,1,1,2,22,1,0,2,4,3,3,1,2,1,3,2,2,2,2,2,,2,,2,1,2,2,1,2,2,1,1,1,11,1,1,,,70,1,0,89,70,17,90,52,8,32,100,9,50,80,31,84,16,51,98,75,51,5,3,4,4,1,1,3,4,5,2,5,5,2,7,1,1,1,2,2,4,3,2,4,5,2,2,5,4,4,2,4,1,2,2,1,4,10,2,3,4,1,5,3,4,4,2,3,4,70,87,100,71,21,5,4,1,2,1,1,1,3,3,2,3,4,4,2,4,4,3,2,2,3,3,2,1,2,3,2,1,3,5,1,3,2,5,1,5,,,,,
3519,0,0,3,2,3,1,2,4,2,3,1,3,3,2,1,3,4,3,1,1,3,3,2,1,2,5,4,1,1,4,3,1,1,4,2,,3,2,,,3,6,14,1,,1,1,0,1,2,3,1,1,2,1,1,2,14,2,0,2,4,5,4,1,1,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,,1,3,3,31,,,,,53,42,53,62,85,53,63,54,41,64,94,61,73,85,85,90,71,71,72,96,32,2,1,1,1,2,1,5,3,2,2,2,5,2,2,2,3,4,2,2,4,2,3,4,4,1,2,2,7,2,2,4,2,1,1,2,3,9,4,2,3,2,4,4,2,3,1,3,2,85,71,60,40,85,5,4,1,1,1,1,1,3,3,2,2,4,1,1,4,5,2,1,4,2,4,1,2,2,5,5,3,3,5,2,5,3,5,1,4,,,,,
3520,0,0,3,4,4,1,3,1,5,7,1,2,3,2,3,7,7,5,1,1,1,2,3,1,4,2,4,1,1,4,1,3,2,1,2,,3,2,,,5,4,13,1,,1,1,1,1,2,37,2,2,1,1,1,3,23,4,3,3,3,3,5,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,0,0,1,3,5,2,3,4,2,4,1,3,3,1,2,7,2,4,2,2,4,2,2,1,4,2,2,1,3,1,4,2,2,2,1,3,1,2,,,6,6,14,1,,1,1,0,1,2,1,1,2,1,1,1,3,18,4,0,2,4,2,3,1,1,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,,,,,,,,,0,31,60,85,15,30,60,70,50,70,50,15,50,50,15,85,60,65,70,23,70,50,4,3,4,7,4,1,3,3,5,1,2,2,5,2,2,3,4,6,2,2,5,4,3,4,1,3,2,4,2,4,5,1,1,1,1,2,9,4,4,2,3,2,2,1,3,1,3,2,60,60,60,50,70,3,3,2,,1,2,2,2,2,2,2,3,2,2,2,4,4,2,4,2,5,2,3,3,4,4,3,4,4,3,4,3,5,1,5,,,,,
3522,0,0,3,4,7,3,1,7,7,7,1,2,2,2,3,4,7,3,1,1,3,2,2,1,4,1,1,1,3,4,1,4,2,1,1,1,2,1,4,,9,4,12,1,,1,1,0,1,2,18,2,1,2,4,1,3,19,3,2,2,3,2,3,1,2,2,2,1,2,1,2,2,,2,,2,2,1,2,2,2,2,1,2,2,21,2,2,,,31,85,52,52,40,85,49,61,53,70,51,69,51,50,81,50,50,88,50,70,17,3,1,1,6,4,1,4,1,4,3,4,2,5,3,2,3,4,4,2,4,2,2,2,1,5,5,2,6,4,5,5,2,2,1,1,3,6,2,4,1,3,3,3,2,3,1,2,2,52,50,79,33,50,3,2,2,,2,,3,3,3,3,5,4,4,4,4,5,4,4,6,4,6,2,4,4,4,4,4,4,4,4,4,4,4,1,5,,,,,
3523,0,0,1,3,3,3,3,7,2,7,1,1,1,1,1,4,1,4,1,3,2,3,3,1,1,2,4,1,1,4,4,1,1,5,1,3,2,2,,,12,5,9,5,,6,1,0,1,2,11,1,1,1,1,1,2,5,3,0,2,3,5,5,1,2,2,2,2,2,2,2,2,,2,,2,1,2,2,1,2,,,,,,,,,0,70,0,40,85,85,100,100,30,0,70,50,30,30,50,85,85,30,30,50,85,85,5,3,4,7,4,1,2,4,1,1,5,3,2,1,2,1,1,1,2,1,1,1,3,4,1,2,5,4,4,1,5,2,2,2,2,2,9,1,5,3,1,5,5,3,3,2,2,5,85,85,85,60,85,,,1,1,1,1,3,3,3,3,4,3,3,3,6,6,6,6,6,6,4,4,2,2,2,5,1,2,5,1,5,1,5,3,5,,,,,
