V160101f,V160102f,V161024x,V161140x,V161158x,V161188,V161192,V161194x,V161198,V161204x,V161208,V161209,V161210,V161211,V161212,V161213x,V161214x,V161215,V161216,V161217,V161218,V161219,V161220,V161221,V161225x,V161227x,V161228x,V161229x,V161231,V161232,V161233x,V161235x,V161236,V161237,V161241,V161242,V161243,V161244,V161245,V161267x,V161268,V161270,V161276x,V161310x,V161316,V161324,V161326,V161327,V161331x,V161334,V161340,V161342,V161343,V161344,V161345,V161361x,V161362,V161496,V161507,V161508,V161509,V161510,V161511,V161515,V161516,V161522,V162010,V162011,V162012,V162013,V162014,V162014a,V162016,V162016a,V162018a,V162018b,V162018c,V162018d,V162018e,V162019,V162030x,V162031x,V162062x,V162066x,V162067x,V162068x,V162069x,V162078,V162079,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,V162123,V162125x,V162136x,V162147x,V162150x,V162157,V162158,V162160,V162168,V162169,V162170,V162171,V162174a,V162178,V162179,V162180x,V162188x,V162191a,V162193x,V162207,V162209,V162210,V162211,V162212,V162213,V162214,V162229x,V162230x,V162231x,V162238x,V162239,V162240,V162241,V162242,V162254,V162255x,V162262,V162263,V162266,V162268,V162269,V162270,V162271,V162272,V162273,V162274,V162290,V162310,V162311,V162312,V162313,V162314,V162316,V162317,V162318,V162319,V162320,V162321,V162322,V162323,V162324,V162325,V162345,V162346,V162347,V162348,V162349,V162350,V162351,V162352,V162353,V162354,V162355,V162356,V162357,V162358,V162359,V162360,V162361,V162362,V162363,V162364,V162365,V162366,V162367,V162368,V162369,V168112,V168113
0.0,0.0,3,4,7,3,1,4,99,4,1,2,3,3,3,6,6,3,1,1,3,2,2,1,4,5,1,1,2,2,1,4,2,1,1,1,1,2,-1,10,1,10,6,1,1,0,1,1,40,2,1,2,3,1,3,23,3,0,2,3,3,3,1,1,2,3,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,2,1,2,21,2,2,-1,0,70,-9,-9,-9,70,-9,-9,0,-9,60,-9,-9,0,-9,-9,0,100,-9,70,50,1,1,5,2,2,5,2,2,3,2,2,99,-1,2,3,4,4,2,4,2,2,2,2,2,2,2,4,4,4,5,2,2,1,2,2,3,3,3,2,3,3,3,1,1,1,1,2,50,50,50,0,50,5,3,3,1,2,-1,2,2,2,2,3,5,3,3,3,4,3,3,7,3,7,3,4,4,5,5,4,5,5,1,5,4,4,2,5,-1,-1
0.0,0.0,2,5,4,2,3,2,7,4,1,1,1,1,3,4,7,4,1,1,3,5,3,1,4,1,1,2,3,2,1,5,3,2,1,2,1,2,-1,3,6,9,6,1,1,1,1,2,7,1,2,2,4,1,3,4,4,0,2,2,4,4,1,2,1,4,1,1,2,2,2,-1,2,-1,2,2,2,2,1,2,1,0,-1,-1,-1,-1,-1,0,70,50,50,50,70,50,50,50,0,30,50,15,30,85,85,50,0,70,85,85,3,4,7,4,1,3,2,1,4,1,1,99,2,1,1,4,1,1,3,1,4,1,1,3,4,1,7,1,1,4,2,2,1,1,1,1,1,3,2,2,3,3,3,2,1,3,4,50,85,85,70,85,1,3,2,-1,2,-1,2,2,2,2,2,3,3,2,3,3,3,3,5,3,5,3,3,2,4,3,2,2,5,2,3,2,4,2,4,-1,-1
0.0,0.0,1,3,3,3,3,4,99,4,3,3,1,1,3,4,4,3,1,2,3,2,2,1,4,3,3,1,2,2,2,2,2,2,1,2,2,1,3,12,1,9,5,1,4,1,1,2,32,3,1,2,2,1,3,23,2,0,3,2,3,3,1,2,1,2,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,15,40,50,50,50,60,70,50,60,85,50,50,50,60,70,60,50,85,15,70,60,3,1,6,2,2,3,3,3,2,2,2,5,-1,2,2,1,4,2,3,2,3,1,3,3,3,3,6,1,4,4,2,2,2,1,3,8,3,3,2,2,4,4,3,3,2,2,4,50,50,50,30,50,5,4,2,-1,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,4,4,5,5,4,4,5,3,5,3,5,2,5,-1,-1
0.0,0.0,3,3,6,2,2,6,7,4,1,2,1,3,3,2,7,3,1,1,3,3,2,1,4,6,2,3,2,2,1,3,2,2,1,2,2,1,3,3,6,12,1,1,1,2,1,2,2,1,1,2,3,1,3,11,1,5,5,2,3,5,1,1,1,3,1,2,2,2,2,-1,2,-1,2,2,2,2,1,2,-1,1,2,20,1,2,-1,13,62,-9,50,15,-9,36,-9,15,36,50,30,39,50,100,50,50,85,15,50,15,3,1,7,1,1,5,3,3,1,1,2,6,7,2,1,4,3,2,4,3,4,2,3,3,5,4,7,4,7,1,2,2,1,2,3,5,2,2,2,2,2,2,2,2,2,2,4,30,50,60,15,85,2,2,2,-1,2,-1,2,2,2,2,2,5,4,3,3,5,4,4,5,2,6,3,4,4,3,1,4,2,3,5,3,4,5,2,5,-1,-1
0.0,0.0,3,3,7,3,1,2,6,4,1,2,3,3,3,4,7,4,1,1,2,4,3,2,4,3,5,3,2,3,2,2,2,1,2,-1,3,2,-1,9,1,14,1,1,1,0,1,3,20,2,1,1,1,1,3,27,3,2,2,3,3,4,1,2,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,4,3,1,1,3,4,2,2,1,1,1,1,1,7,2,3,1,1,4,2,2,1,1,6,6,1,1,4,3,2,1,5,2,-1,3,2,-1,12,1,14,5,1,1,0,1,3,40,2,1,2,1,1,2,13,2,1,4,5,5,5,1,2,2,3,1,2,1,2,2,-1,2,-1,2,1,2,2,1,2,1,1,1,11,1,1,-1,85,0,15,85,85,85,90,40,15,70,95,40,50,90,90,100,15,85,95,95,90,5,4,7,1,1,2,3,4,1,5,5,2,7,1,1,1,1,2,1,5,1,5,5,2,2,5,4,4,1,5,2,1,2,1,4,10,5,5,3,1,5,5,4,4,3,3,4,90,90,90,90,90,2,4,1,1,1,1,1,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,2,2,3,4,2,3,4,2,3,2,5,4,5,-1,-1
0.0,0.0,3,1,5,3,3,1,4,4,2,3,1,3,3,1,4,3,1,1,2,4,2,1,4,6,2,1,2,2,4,1,2,4,1,3,2,2,-1,9,1,10,1,1,1,0,1,3,34,2,2,2,1,1,2,27,4,0,5,3,4,3,1,2,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,1,5,4,2,2,2,3,6,3,3,3,1,3,1,7,4,1,1,2,4,3,2,7,1,1,4,3,1,1,5,4,1,1,3,1,1,1,-1,1,10,1,2,1,0,1,3,7,2,-9,2,4,1,3,21,3,-9,4,4,3,5,1,2,2,1,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,25,31,62,1,4,16,85,50,40,50,0,9,50,9,100,94,31,70,1,6,30,3,1,6,1,4,4,3,2,4,3,2,5,7,1,2,4,4,2,4,5,5,2,3,2,3,5,7,1,4,2,2,2,1,2,2,4,3,4,1,3,3,3,2,2,1,1,2,76,44,76,35,76,-1,-1,1,2,1,2,1,3,2,3,4,4,4,3,4,4,5,4,5,2,6,1,3,3,3,5,4,3,4,3,2,3,2,8,2,-1,-1
0.0,0.0,1,5,6,1,3,4,6,7,3,3,1,3,3,6,6,3,1,1,2,4,2,2,7,5,1,1,3,2,1,2,1,1,1,3,1,1,2,-1,1,10,1,1,-9,2,2,-9,10,2,-9,1,4,1,3,-9,4,-9,3,2,1,3,1,2,2,2,2,1,2,2,2,-1,2,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,30,100,85,0,50,50,100,60,30,50,0,60,60,70,100,85,50,100,0,60,85,5,1,7,1,1,3,2,2,5,2,1,6,6,2,1,1,6,2,6,5,4,1,1,5,3,1,4,1,4,5,2,2,1,2,1,3,3,4,1,3,4,2,1,2,1,3,4,85,85,85,60,85,2,2,2,-1,2,-1,3,2,2,2,2,2,2,2,2,5,2,2,2,1,7,1,2,2,4,2,1,2,2,2,2,1,4,1,4,-1,-1
0.0,0.0,3,2,3,2,3,2,4,6,3,3,3,1,1,7,4,3,1,1,3,2,1,1,1,6,2,1,1,3,1,2,1,2,1,1,2,2,-1,11,3,10,5,6,1,0,1,3,17,3,1,2,1,1,2,9,3,1,2,4,5,5,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,4,1,1,11,1,1,1,84,1,43,76,73,66,70,67,65,68,75,28,69,70,85,85,15,86,68,84,66,2,1,6,1,1,4,3,3,2,4,2,3,7,2,3,2,1,2,2,2,1,2,2,4,4,2,4,4,1,5,2,2,1,1,3,9,1,2,2,2,4,4,3,3,1,2,2,87,86,85,40,86,-1,-1,1,2,1,2,2,3,3,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,3,4,1,4,5,2,4,1,5,1,5,-1,-1
0.0,0.0,2,-1,4,3,-9,2,1,6,2,1,3,2,2,2,5,4,1,2,3,5,3,1,6,1,1,4,3,-9,1,5,4,1,1,3,-9,1,1,5,5,-9,1,5,4,3,2,1,11,1,2,2,4,4,2,1,1,0,2,5,4,-9,1,2,1,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,3,3,7,3,3,1,6,7,1,2,2,3,3,2,6,4,1,1,3,2,2,1,6,1,1,1,2,4,1,1,3,2,2,-1,3,2,-1,12,1,14,5,1,1,0,1,3,21,2,1,1,3,1,3,27,4,0,4,3,4,5,1,2,2,2,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,2,1,2,20,2,3,-1,20,60,50,50,40,40,50,60,75,0,50,25,50,65,85,90,65,90,50,90,15,5,1,6,1,1,3,2,5,2,5,5,6,5,2,2,6,6,2,2,2,4,1,2,2,4,2,6,2,4,5,2,1,2,1,4,9,4,4,2,2,4,2,4,4,1,1,1,85,85,60,0,85,3,4,2,-1,1,2,2,1,1,2,4,4,4,2,3,3,3,3,4,3,4,1,3,4,4,4,3,4,4,3,4,2,5,2,5,-1,-1
0.0,0.0,3,2,6,5,3,2,5,4,1,2,2,3,3,3,6,2,1,1,4,2,3,1,4,1,5,2,1,2,1,1,2,2,1,1,2,1,2,4,1,13,1,1,1,2,1,2,5,2,1,1,2,1,3,21,3,0,2,2,2,4,1,2,2,1,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,2,1,1,10,2,2,-1,41,38,58,55,46,35,45,67,53,73,47,48,60,55,78,60,38,64,45,68,45,5,2,6,3,5,3,3,3,4,3,2,4,-1,2,3,4,2,1,5,4,3,2,4,4,2,4,6,3,4,5,2,2,2,1,3,5,4,2,2,2,4,3,3,3,2,3,2,68,62,56,48,62,3,5,1,3,1,2,2,3,2,2,4,4,3,2,3,5,4,2,4,2,4,4,2,4,4,5,3,4,5,1,3,2,5,2,5,-1,-1
0.0,0.0,3,3,5,1,3,4,7,7,1,2,1,3,3,1,7,4,1,1,2,4,2,1,2,3,4,2,1,4,1,4,5,1,1,2,2,1,4,5,1,13,1,1,1,2,1,3,35,2,1,1,5,1,3,26,4,0,1,3,3,3,1,2,2,2,2,2,2,2,2,-1,2,-1,2,1,1,2,2,2,4,1,2,21,2,1,-1,2,72,41,16,1,83,50,48,59,50,50,48,18,50,91,50,39,100,98,61,1,3,1,7,1,2,5,2,1,1,3,3,5,-1,3,1,2,4,2,4,1,3,3,1,5,5,1,6,4,4,5,2,1,2,1,2,1,2,3,1,2,2,2,3,3,1,1,2,50,52,29,16,53,3,2,2,-1,2,-1,2,2,3,3,4,6,3,3,4,6,1,1,4,4,5,4,2,3,3,2,2,3,4,2,2,2,5,3,5,-1,-1
0.0,0.0,3,3,7,4,3,4,6,6,3,2,3,3,3,2,7,3,2,1,4,2,1,1,4,1,1,4,3,2,1,1,3,2,1,3,1,1,1,13,3,10,7,1,3,0,2,1,10,3,2,2,5,1,3,2,3,0,2,2,1,3,1,1,2,2,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,2,1,2,20,2,1,-1,16,70,100,16,31,14,99,86,100,38,41,41,70,41,100,84,49,91,52,88,40,2,1,2,1,4,3,3,2,4,2,2,7,3,2,2,4,7,2,4,5,2,1,2,2,4,2,6,2,6,4,2,2,1,1,4,3,4,2,2,2,4,3,2,3,2,2,1,85,87,72,70,85,2,3,2,-1,2,-1,2,2,2,2,2,4,3,2,3,4,3,3,3,2,4,1,2,4,4,4,2,3,3,2,2,2,5,1,5,-1,-1
0.0,0.0,3,4,1,1,3,7,1,1,1,3,1,1,1,1,1,3,1,2,4,3,1,1,1,6,6,1,1,3,1,4,2,2,1,3,1,1,4,9,4,13,1,5,4,0,1,2,34,1,2,2,3,1,3,14,1,0,4,3,2,4,1,2,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,1,3,4,2,3,4,6,6,3,2,2,3,3,4,6,4,1,1,2,2,2,1,4,6,5,1,1,2,1,3,2,2,1,2,2,1,3,4,1,12,1,1,1,3,1,3,11,2,1,2,3,1,3,23,4,15,3,5,5,5,1,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,3,2,1,1,3,7,2,4,1,1,1,1,1,3,1,3,1,2,4,3,1,1,2,6,5,1,2,4,2,1,1,5,1,3,2,1,1,8,1,10,1,2,3,2,1,3,15,2,1,1,1,1,3,15,1,0,3,5,3,5,1,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,3,4,6,2,2,1,6,7,1,3,1,3,3,6,7,4,1,1,2,4,3,1,6,1,1,3,2,2,1,5,3,1,1,3,2,1,3,7,1,9,4,1,1,0,1,3,40,4,2,2,5,1,3,9,4,1,2,3,5,5,1,1,1,4,2,2,2,2,2,-1,2,-1,2,1,2,2,1,2,1,0,-1,-1,-1,-1,-1,15,85,70,30,30,60,85,40,85,60,50,60,70,40,100,85,50,85,50,70,0,3,1,6,1,1,5,1,2,2,1,2,6,4,1,1,4,6,2,2,5,2,1,1,5,5,2,4,1,7,5,2,2,1,1,3,2,4,2,1,4,2,2,1,1,2,1,2,85,85,85,30,85,4,4,3,3,2,-1,2,2,2,2,4,4,4,4,5,6,6,4,5,2,7,2,4,3,3,4,3,4,5,4,3,3,5,3,5,-1,-1
0.0,0.0,3,3,6,1,1,1,7,7,1,2,2,2,3,4,4,5,1,1,2,2,3,1,7,1,1,2,1,1,1,5,4,1,1,3,2,1,3,8,1,13,1,1,1,0,1,1,30,2,1,2,4,1,3,21,4,6,2,2,1,2,1,2,2,2,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,2,1,2,21,2,2,-1,0,75,100,15,15,30,70,60,100,70,70,15,50,50,100,85,100,100,70,85,50,4,1,7,2,2,5,3,1,2,3,3,5,7,2,2,7,5,2,7,5,4,1,1,4,5,2,7,1,7,5,1,2,2,1,4,2,2,5,2,2,4,4,4,4,1,2,2,70,70,60,30,70,4,3,3,1,1,3,2,2,2,2,2,5,3,1,5,5,4,2,6,3,7,1,3,3,5,4,4,3,4,4,3,4,5,2,5,-1,-1
0.0,0.0,3,3,7,2,3,4,6,6,1,2,3,3,1,2,4,3,1,1,2,2,3,1,4,2,2,1,2,4,2,3,2,2,2,-1,2,2,-1,9,1,10,1,1,1,0,1,3,25,2,1,2,3,1,2,24,4,0,3,4,3,5,1,2,1,2,1,2,2,2,2,-1,2,-1,2,2,2,2,1,2,-1,1,2,21,2,2,-1,4,76,62,36,34,33,88,86,91,86,50,42,88,40,85,90,92,97,50,83,34,3,1,2,4,2,3,3,3,2,2,2,6,4,1,1,4,7,2,4,5,2,2,2,5,3,2,4,4,7,5,2,1,1,2,4,6,3,4,1,2,5,4,3,3,1,2,2,85,85,86,41,85,5,4,2,-1,1,2,2,3,3,2,2,3,2,2,1,2,2,1,2,2,4,2,4,4,4,4,4,4,3,4,3,4,4,2,5,-1,-1
0.0,0.0,3,1,2,4,3,2,1,4,1,3,3,1,3,4,4,3,1,1,3,4,2,1,2,5,1,1,1,4,1,2,2,3,1,3,1,1,1,5,6,10,1,2,1,1,1,2,20,1,2,2,4,1,3,9,3,0,1,2,3,4,1,2,2,4,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,1,1,11,1,1,-1,60,0,85,40,70,60,85,70,40,40,70,70,30,40,100,70,70,60,70,70,100,3,1,7,4,2,4,1,1,2,2,2,99,-1,1,3,2,1,1,6,5,2,3,5,3,1,1,6,4,4,1,1,2,1,1,3,10,3,3,3,3,3,3,3,3,2,2,2,85,100,100,85,85,-1,-1,2,-1,1,2,1,3,3,2,3,2,2,2,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,4,3,4,3,3,-1,-1
0.0,0.0,3,3,5,3,2,2,4,6,1,2,3,3,3,4,4,4,1,1,3,2,2,1,4,3,4,1,1,3,1,3,3,1,1,1,3,1,4,10,6,13,5,1,1,0,1,3,40,3,2,1,2,1,3,13,3,1,3,3,3,3,2,-5,-5,-5,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,1,2,20,2,-1,-1,15,60,30,40,30,40,-9,60,60,40,70,15,50,40,70,70,50,70,70,-9,15,3,2,6,2,2,4,3,3,2,3,2,5,1,2,1,6,4,2,6,2,2,3,3,3,3,3,6,4,4,5,1,2,2,1,3,8,2,3,2,2,4,3,2,2,1,1,2,50,50,50,30,50,4,4,2,-1,2,-1,2,2,2,2,4,4,4,2,4,5,4,2,5,4,5,4,3,3,3,3,3,3,3,3,3,3,5,2,5,-1,-1
0.0,0.0,3,4,5,3,3,4,99,5,1,2,3,2,3,4,4,4,1,1,3,3,2,1,4,1,2,2,2,3,2,3,3,2,1,2,1,1,4,11,1,13,1,1,1,0,1,3,28,2,2,2,4,2,2,25,1,15,3,3,2,3,1,2,2,3,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,-1,1,2,20,1,-1,-1,18,65,61,52,71,30,75,50,78,70,51,31,71,40,99,85,31,56,50,50,40,4,1,4,2,2,4,3,1,3,1,2,99,0,3,3,6,3,2,6,5,2,1,2,5,4,2,6,4,4,4,2,2,1,2,3,3,3,2,2,2,4,2,2,3,1,2,2,75,56,70,51,77,2,4,3,2,2,-1,2,2,2,2,5,4,5,5,4,5,4,4,5,2,4,2,4,2,4,4,2,4,5,2,4,3,4,2,5,-1,-1
0.0,0.0,3,3,5,3,3,4,4,4,1,3,3,3,1,4,4,4,1,1,2,4,2,1,2,1,5,2,2,2,2,3,1,2,1,3,1,1,2,8,1,12,1,1,1,2,1,3,18,2,2,2,1,1,2,22,4,10,3,3,3,3,1,2,2,2,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,1,1,3,30,2,2,-1,15,17,96,50,51,50,50,50,76,50,50,50,50,50,100,84,68,51,50,50,84,4,2,4,2,1,4,3,5,2,3,2,6,1,2,2,4,2,2,4,5,4,2,3,3,3,5,7,4,4,5,2,2,1,1,3,6,3,4,2,2,4,3,2,3,1,1,4,50,50,50,40,50,5,5,1,2,1,2,2,2,2,2,4,4,4,4,4,4,4,4,5,3,4,2,3,4,4,4,4,3,5,4,4,4,4,3,4,-1,-1
0.0,0.0,3,4,6,1,4,4,4,7,1,1,1,1,1,1,6,3,1,1,2,3,1,1,1,6,6,1,1,4,1,4,2,4,2,-1,3,2,-1,13,3,8,7,1,1,0,2,1,40,3,2,2,1,1,3,9,1,0,5,5,5,5,1,2,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,3,5,1,3,1,6,4,4,2,1,1,3,3,1,3,5,1,2,5,1,2,1,6,5,4,4,3,4,4,5,5,4,2,-1,1,2,-1,3,4,9,1,1,1,1,2,1,26,1,2,1,3,3,2,1,2,0,3,3,3,3,1,1,1,5,2,2,2,2,2,-1,1,2,2,2,1,2,1,2,-1,1,2,21,1,-1,-1,1,100,30,31,40,99,20,14,24,33,0,26,5,25,45,25,27,44,24,23,37,3,1,2,4,6,2,1,4,3,3,2,3,-1,2,2,6,4,-1,6,2,3,2,2,2,3,2,6,6,6,1,1,2,1,1,2,2,2,2,3,3,1,1,2,1,1,2,1,18,17,25,24,13,4,3,1,2,2,-1,2,2,3,2,4,4,3,3,3,3,4,4,4,3,3,4,5,-9,2,4,2,3,4,1,3,3,1,10,3,-1,-1
0.0,0.0,3,2,3,1,3,6,99,4,3,2,1,2,1,1,6,4,1,1,2,4,3,1,2,6,5,1,1,4,1,2,2,4,1,1,2,2,-1,8,1,10,7,1,1,0,1,3,40,2,1,2,2,1,2,24,4,0,3,4,4,3,1,1,1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,3,5,7,1,3,4,6,7,3,3,3,3,2,1,7,3,1,1,4,3,1,1,7,1,1,1,3,2,2,5,4,1,1,3,2,1,2,6,1,10,1,1,1,0,1,1,40,2,2,1,4,2,3,21,4,-9,2,3,2,3,1,2,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
