,CASENO,OFFENSE,CVLEGEND,BLKADDR,City,State,Day,Lat,Lon,timestamp
2423,17067892,MISSING ADULT,MISSING PERSON,SHATTUCK AVENUE & HEARST AVE,Berkeley,CA,Tuesday,37.873865,-122.268641,2017-11-07 19:10:00
2424,18004265,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,Berkeley,CA,Sunday,37.88015,-122.297446,2018-01-21 16:02:00
2425,18090253,THEFT MISD. (UNDER $950),LARCENY,2400 DURANT AVE,Berkeley,CA,Thursday,37.867513,-122.26127,2018-01-25 23:00:00
2426,17076679,NARCOTICS,DRUG VIOLATION,1800 WALNUT ST,Berkeley,CA,Monday,37.874929,-122.267601,2017-12-18 17:02:00
2427,17092526,VANDALISM,VANDALISM,1900 RUSSELL ST,Berkeley,CA,Sunday,37.856132,-122.271292,2017-12-17 09:00:00
2428,17092389,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BLVD,Berkeley,CA,Friday,37.868667,-122.313656,2017-12-01 06:00:00
2429,17072128,ROBBERY,ROBBERY,2100 SHATTUCK AVE,Berkeley,CA,Monday,37.871167,-122.268285,2017-11-27 16:41:00
2430,17091969,THEFT MISD. (UNDER $950),LARCENY,2400 DURANT AVE,Berkeley,CA,Saturday,37.867513,-122.26127,2017-09-30 01:30:00
2431,17091714,THEFT FELONY (OVER $950),LARCENY,3100 COLLEGE AVE,Berkeley,CA,Monday,37.853665,-122.252715,2017-08-28 22:30:00
2432,18090275,VANDALISM,VANDALISM,1600 LA LOMA AVE,Berkeley,CA,Thursday,37.879648,-122.2577,2018-02-01 00:00:00
2433,17053138,BURGLARY AUTO,BURGLARY - VEHICLE,2700 SHATTUCK AVE,Berkeley,CA,Tuesday,37.859802,-122.267177,2017-09-05 19:40:00
2435,17062886,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2100 KITTREDGE ST,Berkeley,CA,Saturday,37.868512,-122.26781,2017-10-14 09:30:00
2436,18000168,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BANCROFT WAY,Berkeley,CA,Monday,37.867336,-122.269876,2018-01-01 16:00:00
2437,17059531,NARCOTICS,DRUG VIOLATION,2500 BANCROFT WAY,Berkeley,CA,Monday,37.868722,-122.259123,2017-10-02 06:59:00
2438,17065360,ROBBERY,ROBBERY,ADDISON STREET & CALIFORNIA ST,Berkeley,CA,Friday,37.868893,-122.286229,2017-10-27 14:10:00
2439,18090123,BURGLARY AUTO,BURGLARY - VEHICLE,1100 KEITH AVE,Berkeley,CA,Saturday,37.889955,-122.261762,2018-01-13 19:45:00
2440,17076830,FRAUD/FORGERY,FRAUD,1400 EIGHTH ST,Berkeley,CA,Monday,37.87786,-122.298565,2017-12-04 08:00:00
2441,17066113,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BLVD,Berkeley,CA,Monday,37.868667,-122.313656,2017-10-30 16:00:00
2442,17091702,BURGLARY AUTO,BURGLARY - VEHICLE,2200 BANCROFT WAY,Berkeley,CA,Sunday,37.867871,-122.26565,2017-08-27 10:20:00
2443,17078118,DISTURBANCE,DISORDERLY CONDUCT,RUSSELL STREET & HARPER ST,Berkeley,CA,Tuesday,37.855982,-122.272388,2017-12-26 15:00:00
2444,18000362,BURGLARY AUTO,BURGLARY - VEHICLE,CHANNING WAY & BOWDITCH ST,Berkeley,CA,Tuesday,37.867209,-122.256554,2018-01-02 17:15:00
2445,17050064,THEFT MISD. (UNDER $950),LARCENY,2700 MILVIA ST,Berkeley,CA,Thursday,37.860225,-122.269453,2017-08-24 11:00:00
2446,18007241,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,400 COLUSA AVE,Berkeley,CA,Monday,37.899434,-122.287002,2018-02-05 05:50:00
2447,17078919,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1800 BERKELEY WAY,Berkeley,CA,Friday,37.872166,-122.275372,2017-12-29 12:00:00
2448,17065081,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2400 BROWNING ST,Berkeley,CA,Wednesday,37.863241,-122.287227,2017-10-25 19:00:00
2449,17049500,DOMESTIC VIOLENCE,FAMILY OFFENSE,SAN PABLO AVENUE & CEDAR ST,Berkeley,CA,Tuesday,37.875189,-122.294176,2017-08-22 00:35:00
2450,17092223,THEFT MISD. (UNDER $950),LARCENY,2514 COLLEGE AVENUE I,Berkeley,CA,Friday,37.86513400000001,-122.253823,2017-11-03 15:50:00
2451,17092139,THEFT MISD. (UNDER $950),LARCENY,2700 CALIFORNIA ST,Berkeley,CA,Thursday,37.858902,-122.277972,2017-10-26 03:30:00
2452,18004005,VANDALISM,VANDALISM,1900 BERKELEY WAY,Berkeley,CA,Saturday,37.87247,-122.273021,2018-01-20 02:31:00
2453,17064006,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1300 SAN PABLO AVE,Berkeley,CA,Saturday,37.880262,-122.295809,2017-10-21 18:07:00
2454,18002449,ROBBERY,ROBBERY,HARMON STREET & ADELINE ST,Berkeley,CA,Tuesday,37.849675,-122.271149,2018-01-09 23:00:00
2455,17072298,THEFT FELONY (OVER $950),LARCENY,1400 SHATTUCK AVE,Berkeley,CA,Tuesday,37.881957,-122.269551,2017-11-28 10:30:00
2456,17066373,2ND RESPONSE,NOISE VIOLATION,2400 PROSPECT ST,Berkeley,CA,Tuesday,37.867717,-122.249901,2017-10-31 22:24:00
2457,18000165,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1400 SPRING WAY,Berkeley,CA,Tuesday,37.882613,-122.264236,2017-12-26 13:00:00
2458,18004324,NARCOTICS,DRUG VIOLATION,600 CEDAR ST,Berkeley,CA,Sunday,37.873089,-122.304616,2018-01-21 21:46:00
2459,17060663,2ND RESPONSE,NOISE VIOLATION,2700 CHANNING WAY,Berkeley,CA,Saturday,37.867491,-122.254054,2017-10-07 01:10:00
2460,17078636,THEFT MISD. (UNDER $950),LARCENY,1000 ASHBY AVE,Berkeley,CA,Friday,37.851653000000006,-122.289194,2017-12-29 08:50:00
2461,17092124,BURGLARY AUTO,BURGLARY - VEHICLE,1348 MCGEE AVE,Berkeley,CA,Tuesday,37.880546,-122.280006,2017-10-24 00:00:00
2462,17074700,ROBBERY,ROBBERY,2600 DANA ST,Berkeley,CA,Friday,37.863072,-122.260352,2017-12-08 23:10:00
2463,17062659,BURGLARY AUTO,BURGLARY - VEHICLE,1700 RUSSELL ST,Berkeley,CA,Monday,37.85567800000001,-122.274429,2017-10-16 08:45:00
2464,17092172,BURGLARY AUTO,BURGLARY - VEHICLE,1600 OXFORD ST,Berkeley,CA,Tuesday,37.878552,-122.266844,2017-10-31 09:10:00
2465,17057093,SEXUAL ASSAULT MISD.,SEX CRIME,1600 ALCATRAZ AVE,Berkeley,CA,Thursday,37.848152,-122.275807,2017-09-21 17:40:00
2466,17072766,DISTURBANCE,DISORDERLY CONDUCT,1600 SIXTY-SECOND ST,Berkeley,CA,Thursday,37.872599,-122.30388899999998,2017-11-30 17:00:00
2467,17092262,BURGLARY AUTO,BURGLARY - VEHICLE,FOURTH STREET & ADDISON ST,Berkeley,CA,Wednesday,37.866253,-122.299483,2017-11-01 18:30:00
2468,18001274,GUN/WEAPON,WEAPONS OFFENSE,200 UNIVERSITY AVE,Berkeley,CA,Sunday,37.865491,-122.310065,2018-01-07 03:43:00
2469,17091966,VANDALISM,VANDALISM,1800 CURTIS ST,Berkeley,CA,Friday,37.872104,-122.289812,2017-09-29 16:40:00
2470,17071802,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1600 PARKER ST,Berkeley,CA,Saturday,37.860768,-122.278249,2017-11-25 14:00:00
2471,17066926,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 PROSPECT ST,Berkeley,CA,Friday,37.867717,-122.249901,2017-11-03 03:00:00
2472,17076717,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 PARKER ST,Berkeley,CA,Saturday,37.863443,-122.256304,2017-12-16 05:00:00
2473,17067500,NARCOTICS,DRUG VIOLATION,800 UNIVERSITY AVE,Berkeley,CA,Sunday,37.867723,-122.298406,2017-11-05 19:49:00
2474,17059796,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 CEDAR ST,Berkeley,CA,Tuesday,37.875556,-122.29143899999998,2017-10-03 10:00:00
2475,18003167,VANDALISM,VANDALISM,ADELINE STREET & ALCATRAZ AVE,Berkeley,CA,Tuesday,37.848724,-122.271528,2018-01-16 18:04:00
2476,18003871,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AVE,Berkeley,CA,Friday,37.880262,-122.295809,2018-01-19 17:30:00
2477,17074572,THEFT FELONY (OVER $950),LARCENY,2400 PROSPECT ST,Berkeley,CA,Thursday,37.867717,-122.249901,2017-12-07 14:07:00
2478,18005338,NARCOTICS,DRUG VIOLATION,CAMELIA STREET & SECOND ST,Berkeley,CA,Friday,37.876718,-122.305216,2018-01-26 19:56:00
2479,18000529,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AVE,Berkeley,CA,Wednesday,37.868714,-122.259189,2018-01-03 13:00:00
2481,17066645,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,100 BERKELEY SQ,Berkeley,CA,Thursday,37.871171,-122.267718,2017-11-02 04:05:00
2483,17065865,BURGLARY AUTO,BURGLARY - VEHICLE,1600 RUSSELL ST,Berkeley,CA,Sunday,37.85525,-122.277126,2017-10-29 08:36:00
2484,17060086,THEFT MISD. (UNDER $950),LARCENY,2100 OXFORD ST,Berkeley,CA,Tuesday,37.87091,-122.265993,2017-10-03 20:00:00
2485,17053344,ROBBERY,ROBBERY,COLLEGE AVENUE & PARKER ST,Berkeley,CA,Wednesday,37.863938,-122.253735,2017-09-06 14:56:00
2486,17091726,THEFT MISD. (UNDER $950),LARCENY,2700 WEBSTER ST,Berkeley,CA,Wednesday,37.855798,-122.252707,2017-08-30 00:00:00
2487,17075927,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,3100 SHATTUCK AVE,Berkeley,CA,Thursday,37.852956,-122.266195,2017-12-14 00:25:00
2488,17047578,NARCOTICS,DRUG VIOLATION,3100 LEWISTON AVE,Berkeley,CA,Sunday,37.853738,-122.251663,2017-08-13 23:05:00
2489,17048188,BURGLARY AUTO,BURGLARY - VEHICLE,MILVIA STREET & BANCROFT WAY,Berkeley,CA,Wednesday,37.867291,-122.270245,2017-08-16 13:00:00
2491,17067377,DOMESTIC VIOLENCE,FAMILY OFFENSE,2300 RUSSELL ST,Berkeley,CA,Sunday,37.857387,-122.261536,2017-11-05 01:34:00
2492,18001478,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 EDITH ST,Berkeley,CA,Saturday,37.877247,-122.27708,2018-01-06 13:15:00
2493,17070068,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2900 REGENT ST,Berkeley,CA,Friday,37.857787,-122.257013,2017-11-17 15:00:00
2494,17061006,THEFT MISD. (UNDER $950),LARCENY,2500 BANCROFT WAY,Berkeley,CA,Sunday,37.868722,-122.259123,2017-10-08 14:50:00
2495,17065949,ROBBERY,ROBBERY,2000 BERKELEY WAY,Berkeley,CA,Sunday,37.872691,-122.270741,2017-10-29 20:00:00
2496,17091725,BURGLARY AUTO,BURGLARY - VEHICLE,SHATTUCK AVENUE & HEARST AVE,Berkeley,CA,Tuesday,37.873865,-122.268641,2017-08-29 20:00:00
2497,17069536,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2000 MILVIA ST,Berkeley,CA,Wednesday,37.871461,-122.270706,2017-11-15 01:51:00
2498,17066123,NARCOTICS,DRUG VIOLATION,1700 SACRAMENTO ST,Berkeley,CA,Monday,37.874844,-122.282552,2017-10-30 20:06:00
2499,18005045,ASSAULT/BATTERY MISD.,ASSAULT,1500 DERBY ST,Berkeley,CA,Thursday,37.858867,-122.278992,2018-01-25 15:22:00
2500,17077242,ROBBERY,ROBBERY,2200 SHATTUCK AVE,Berkeley,CA,Thursday,37.869363,-122.268028,2017-12-21 16:03:00
2501,17054053,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1300 SIXTH ST,Berkeley,CA,Friday,37.879335,-122.301332,2017-09-08 16:00:00
2502,17076891,NARCOTICS,DRUG VIOLATION,SAN PABLO AVENUE & PARKER ST,Berkeley,CA,Tuesday,37.859364,-122.288914,2017-12-19 21:04:00
2503,17065378,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2900 COLLEGE AVE,Berkeley,CA,Tuesday,37.858356,-122.253179,2017-10-24 23:19:00
2505,17076363,DOMESTIC VIOLENCE,FAMILY OFFENSE,SHATTUCK AVENUE & FRANCISCO ST,Berkeley,CA,Saturday,37.87571,-122.26873700000002,2017-12-16 20:35:00
2506,17091995,THEFT MISD. (UNDER $950),LARCENY,2500 PARKER ST,Berkeley,CA,Tuesday,37.863369,-122.257622,2017-10-03 00:01:00
2507,18007144,BURGLARY AUTO,BURGLARY - VEHICLE,FOLGER AVENUE & SAN PABLO AVE,Berkeley,CA,Saturday,37.850942,-122.286349,2018-02-03 17:10:00
2509,17072914,DISTURBANCE,DISORDERLY CONDUCT,1900 ALLSTON WAY,Berkeley,CA,Tuesday,37.868785,-122.272701,2017-11-28 11:00:00
2510,17056797,VEHICLE STOLEN,MOTOR VEHICLE THEFT,HEARST AVENUE & HIGHLAND PL,Berkeley,CA,Tuesday,37.875666,-122.255676,2017-09-19 21:00:00
2511,17047485,BURGLARY AUTO,BURGLARY - VEHICLE,OXFORD STREET & ROSE ST,Berkeley,CA,Sunday,37.882337,-122.26726200000002,2017-08-13 12:30:00
2512,18003289,FRAUD/FORGERY,FRAUD,2700 RUSSELL ST,Berkeley,CA,Saturday,37.858518,-122.252653,2018-01-13 08:45:00
2513,17073975,ROBBERY,ROBBERY,1900 VINE ST,Berkeley,CA,Tuesday,37.879679,-122.273638,2017-12-05 21:32:00
2514,17051010,ROBBERY,ROBBERY,1900 CENTER ST,Berkeley,CA,Monday,37.869685,-122.272804,2017-08-28 06:49:00
2515,18005895,ROBBERY,ROBBERY,ASHBY AVENUE & DEAKIN ST,Berkeley,CA,Monday,37.855834,-122.262346,2018-01-29 17:45:00
2517,17061790,THEFT FELONY (OVER $950),LARCENY,3000 ADELINE ST,Berkeley,CA,Thursday,37.85488,-122.269079,2017-10-12 17:04:00
2518,18000676,BURGLARY AUTO,BURGLARY - VEHICLE,3100 CALIFORNIA ST,Berkeley,CA,Wednesday,37.851699,-122.276546,2018-01-03 22:00:00
2519,17059025,NARCOTICS,DRUG VIOLATION,FOURTH STREET & HEARST AVE,Berkeley,CA,Friday,37.868878,-122.300284,2017-09-29 22:14:00
2520,17068968,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 CHANNING WAY,Berkeley,CA,Sunday,37.867491,-122.254054,2017-11-12 00:00:00
2521,17067294,SEXUAL ASSAULT FEL.,SEX CRIME,2100 ROOSEVELT AVE,Berkeley,CA,Friday,37.870145,-122.276287,2017-11-03 19:30:00
2522,17076514,BRANDISHING,WEAPONS OFFENSE,2400 SHATTUCK AVE,Berkeley,CA,Sunday,37.865772,-122.267643,2017-12-17 17:03:00
2523,17060670,NARCOTICS,DRUG VIOLATION,1100 UNIVERSITY AVE,Berkeley,CA,Saturday,37.869067,-122.292043,2017-10-07 02:06:00
2524,17055459,DISTURBANCE,DISORDERLY CONDUCT,1600 RUSSELL ST,Berkeley,CA,Thursday,37.85525,-122.277126,2017-09-14 18:35:00
2525,17060511,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 SIXTH ST,Berkeley,CA,Sunday,37.881142,-122.30191,2017-10-01 22:00:00
2526,17067860,THEFT FELONY (OVER $950),LARCENY,1700 FOURTH ST,Berkeley,CA,Sunday,37.871268,-122.30106,2017-11-05 13:19:00
2527,17063637,ARSON,ARSON,2700 TELEGRAPH AVE,Berkeley,CA,Friday,37.861387,-122.259001,2017-10-20 11:00:00
2528,17073473,VANDALISM,VANDALISM,1300 UNIVERSITY AVE,Berkeley,CA,Thursday,37.869764,-122.28655,2017-11-30 09:00:00
2529,17049460,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2600 EIGHTH ST,Berkeley,CA,Friday,37.858646,-122.292392,2017-08-18 11:00:00
2530,17092287,BURGLARY AUTO,BURGLARY - VEHICLE,2200 SPAULDING AVE,Berkeley,CA,Wednesday,37.867643,-122.280643,2017-11-15 02:00:00
2531,17050066,DISTURBANCE,DISORDERLY CONDUCT,2900 NINTH ST,Berkeley,CA,Thursday,37.8526,-122.289715,2017-08-24 12:30:00
2532,18006983,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 WEST ST,Berkeley,CA,Saturday,37.863379,-122.28494,2018-02-03 15:00:00
2533,17074123,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2100 TENTH ST,Berkeley,CA,Wednesday,37.867108,-122.29273700000002,2017-11-29 12:00:00
2534,18005268,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2800 RUSSELL ST,Berkeley,CA,Thursday,37.858628,-122.250795,2018-01-25 10:30:00
2535,17092460,BURGLARY AUTO,BURGLARY - VEHICLE,1900 FRANCISCO ST,Berkeley,CA,Sunday,37.875113,-122.273413,2017-12-10 20:30:00
2536,17075297,DISTURBANCE,DISORDERLY CONDUCT,2400 STUART ST,Berkeley,CA,Monday,37.859539,-122.259172,2017-12-11 22:07:00
2537,17092579,BURGLARY AUTO,BURGLARY - VEHICLE,814 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.867842,-122.298086,2017-12-27 20:30:00
2538,18004116,ASSAULT/BATTERY MISD.,ASSAULT,1900 SHATTUCK AVE,Berkeley,CA,Saturday,37.873687,-122.268616,2018-01-20 22:00:00
2539,17061618,THEFT FROM PERSON,LARCENY,2500 BANCROFT WAY,Berkeley,CA,Wednesday,37.868722,-122.259123,2017-10-11 17:45:00
2540,17077070,ARSON,ARSON,1300 BURNETT ST,Berkeley,CA,Wednesday,37.853603,-122.283961,2017-12-20 17:55:00
2541,17076026,FRAUD/FORGERY,FRAUD,2100 MILVIA ST,Berkeley,CA,Wednesday,37.870603,-122.270612,2017-11-15 00:00:00
2542,17091929,THEFT MISD. (UNDER $950),LARCENY,2000 KITTREDGE ST,Berkeley,CA,Saturday,37.868204,-122.270054,2017-09-23 21:30:00
2543,18007856,2ND RESPONSE,NOISE VIOLATION,2300 PIEDMONT AVE,Berkeley,CA,Wednesday,37.869839,-122.252365,2018-02-07 23:19:00
2544,17092425,VANDALISM,VANDALISM,2900 SACRAMENTO ST,Berkeley,CA,Wednesday,37.8549,-122.27945,2017-12-06 08:05:00
2545,17092430,IDENTITY THEFT,FRAUD,2000 CHANNING WAY,Berkeley,CA,Tuesday,37.865501,-122.269774,2017-12-05 09:05:00
2547,17074471,DOMESTIC VIOLENCE,FAMILY OFFENSE,2900 NINTH ST,Berkeley,CA,Friday,37.8526,-122.289715,2017-12-08 00:30:00
2548,17057737,ASSAULT/BATTERY FEL.,ASSAULT,CHANNING WAY & TELEGRAPH AVE,Berkeley,CA,Sunday,37.866919,-122.258812,2017-09-24 03:34:00
2549,17066339,DISTURBANCE,DISORDERLY CONDUCT,2000 UNIVERSITY AVE,Berkeley,CA,Tuesday,37.871828,-122.270516,2017-10-31 20:04:00
2550,17092563,THEFT MISD. (UNDER $950),LARCENY,2500 MILVIA ST,Berkeley,CA,Tuesday,37.863185,-122.269791,2017-12-26 09:40:00
2552,17061938,ROBBERY,ROBBERY,2300 COLLEGE AVE,Berkeley,CA,Friday,37.868957,-122.254552,2017-10-13 11:58:00
2553,18090242,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,Berkeley,CA,Thursday,37.864826,-122.260719,2018-01-11 21:00:00
2554,18090007,BURGLARY AUTO,BURGLARY - VEHICLE,2100 WARD ST,Berkeley,CA,Monday,37.85948,-122.266689,2017-11-27 08:30:00
2555,18007258,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Monday,37.871167,-122.268285,2018-02-05 08:00:00
2556,17091931,THEFT MISD. (UNDER $950),LARCENY,2400 OREGON ST,Berkeley,CA,Friday,37.858608,-122.259302,2017-09-22 19:00:00
2557,17092539,VANDALISM,VANDALISM,800 POTTER ST,Berkeley,CA,Monday,37.851255,-122.292509,2017-12-11 21:20:00
2558,18007223,VEHICLE RECOVERED,RECOVERED VEHICLE,1300 SAN PABLO AVE,Berkeley,CA,Monday,37.880262,-122.295809,2018-02-05 00:20:00
2559,17050341,ROBBERY,ROBBERY,DURANT AVENUE & FULTON ST,Berkeley,CA,Friday,37.866935,-122.265772,2017-08-25 13:53:00
2560,17055179,VEHICLE STOLEN,MOTOR VEHICLE THEFT,CHANNING WAY & EIGHTH ST,Berkeley,CA,Monday,37.862184,-122.293517,2017-09-11 23:00:00
2561,17059807,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,Berkeley,CA,Tuesday,37.863611,-122.317566,2017-10-03 12:00:00
2562,17055038,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1100 SECOND ST,Berkeley,CA,Tuesday,37.880971,-122.306626,2017-08-15 12:00:00
2563,17063914,BURGLARY AUTO,BURGLARY - VEHICLE,2500 DURANT AVE,Berkeley,CA,Saturday,37.867852,-122.258699,2017-10-21 01:00:00
2564,17092541,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.865491,-122.310065,2017-12-20 20:40:00
2565,17078317,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,Berkeley,CA,Wednesday,37.88015,-122.297446,2017-12-27 17:45:00
2566,17058937,THEFT FROM AUTO,LARCENY - FROM VEHICLE,100 SEAWALL DR,Berkeley,CA,Friday,37.863611,-122.317566,2017-09-29 12:45:00
2567,17049739,ASSAULT/BATTERY FEL.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Wednesday,37.871167,-122.268285,2017-08-23 00:35:00
2568,18002912,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 EIGHTH ST,Berkeley,CA,Monday,37.881774,-122.299819,2018-01-15 11:30:00
2569,17050731,NARCOTICS,DRUG VIOLATION,GRIZZLY PEAK BOULEVARD & SHASTA RD,Berkeley,CA,Saturday,37.889989,-122.252226,2017-08-26 22:53:00
2570,18000076,MISSING ADULT,MISSING PERSON,2300 TELEGRAPH AVE,Berkeley,CA,Sunday,37.868714,-122.259189,2017-12-31 21:30:00
2571,17066789,ARSON,ARSON,2500 DURANT AVE,Berkeley,CA,Thursday,37.867852,-122.258699,2017-11-02 17:50:00
2572,17052156,BURGLARY AUTO,BURGLARY - VEHICLE,1700 FOURTH ST,Berkeley,CA,Friday,37.871268,-122.30106,2017-09-01 17:00:00
2573,17058817,THEFT FELONY (OVER $950),LARCENY,1600 ASHBY AVE,Berkeley,CA,Friday,37.853554,-122.276925,2017-09-29 02:11:00
2574,18007178,VANDALISM,VANDALISM,1200 PERALTA AVE,Berkeley,CA,Saturday,37.882469,-122.287153,2018-02-03 20:00:00
2575,17048105,BURGLARY AUTO,BURGLARY - VEHICLE,2300 DURANT AVE,Berkeley,CA,Tuesday,37.867259,-122.26324,2017-08-15 22:22:00
2576,17078910,VANDALISM,VANDALISM,OREGON STREET & SHATTUCK AVE,Berkeley,CA,Friday,37.857637,-122.266803,2017-12-29 16:30:00
2577,17063220,VEHICLE STOLEN,MOTOR VEHICLE THEFT,SEVENTH STREET & CARLETON ST,Berkeley,CA,Wednesday,37.856948,-122.293014,2017-10-18 06:30:00
2578,17061288,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2200 BLAKE ST,Berkeley,CA,Tuesday,37.863353,-122.265053,2017-10-10 06:20:00
2579,17055430,DISTURBANCE,DISORDERLY CONDUCT,2000 CENTER ST,Berkeley,CA,Wednesday,37.869973,-122.270557,2017-09-13 15:00:00
2580,17056796,THEFT FROM PERSON,LARCENY,SHATTUCK AVENUE & ALLSTON WAY,Berkeley,CA,Wednesday,37.86939,-122.267883,2017-09-20 11:45:00
2581,17067330,NARCOTICS,DRUG VIOLATION,ADDISON STREET & SEVENTH ST,Berkeley,CA,Saturday,37.866936,-122.296218,2017-11-04 23:21:00
2582,17066354,THEFT FROM AUTO,LARCENY - FROM VEHICLE,DURANT AVENUE & PIEDMONT AVE,Berkeley,CA,Tuesday,37.86867700000001,-122.25228,2017-10-31 21:56:00
2583,17062809,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1900 SHATTUCK AVE,Berkeley,CA,Monday,37.873687,-122.268616,2017-10-16 21:58:00
2584,18006439,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 PARKER ST,Berkeley,CA,Wednesday,37.863443,-122.256304,2018-01-31 21:00:00
2585,17092507,THEFT MISD. (UNDER $950),LARCENY,2100 SAN PABLO AVE,Berkeley,CA,Monday,37.867533,-122.291719,2017-12-11 23:30:00
2587,17073870,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2100 EUNICE ST,Berkeley,CA,Monday,37.88565300000001,-122.269953,2017-12-04 17:00:00
2588,18003283,BURGLARY AUTO,BURGLARY - VEHICLE,2100 JEFFERSON AVE,Berkeley,CA,Tuesday,37.869691,-122.27849,2018-01-16 18:30:00
2589,17074029,DISTURBANCE,DISORDERLY CONDUCT,2500 DERBY ST,Berkeley,CA,Wednesday,37.861573,-122.257452,2017-12-06 09:08:00
2590,17051834,DOMESTIC VIOLENCE,FAMILY OFFENSE,MILVIA STREET & CENTER ST,Berkeley,CA,Thursday,37.869973,-122.270557,2017-08-31 14:34:00
2591,18090257,IDENTITY THEFT,FRAUD,3000 SHATTUCK AVE,Berkeley,CA,Friday,37.855026,-122.266475,2018-01-19 14:00:00
2592,17064725,ROBBERY,ROBBERY,1000 GILMAN ST,Berkeley,CA,Tuesday,37.88015,-122.297446,2017-10-24 19:53:00
2593,17063991,ASSAULT/BATTERY MISD.,ASSAULT,SECOND STREET & JONES ST,Berkeley,CA,Saturday,37.874369,-122.304473,2017-10-21 18:00:00
2594,17075115,ROBBERY,ROBBERY,LINCOLN STREET & MILVIA ST,Berkeley,CA,Sunday,37.877222,-122.271333,2017-12-10 20:13:00
2595,17073583,ASSAULT/BATTERY MISD.,ASSAULT,2100 KITTREDGE ST,Berkeley,CA,Monday,37.868512,-122.26781,2017-12-04 03:48:00
2596,18090080,BURGLARY AUTO,BURGLARY - VEHICLE,1100 SIXTH ST,Berkeley,CA,Monday,37.882217,-122.302226,2018-01-08 20:00:00
2597,17065876,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 CHANNING WAY,Berkeley,CA,Saturday,37.867491,-122.254054,2017-10-28 23:30:00
2598,17048281,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2500 BENVENUE AVE,Berkeley,CA,Thursday,37.865535,-122.255235,2017-08-17 02:00:00
2599,17053923,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,Berkeley,CA,Friday,37.862844,-122.298368,2017-09-08 12:30:00
2601,17067913,THEFT MISD. (UNDER $950),LARCENY,HEARST AVENUE & LA LOMA AVE,Berkeley,CA,Tuesday,37.875525,-122.256814,2017-11-07 20:48:00
2602,17092340,VANDALISM,VANDALISM,1300 DELAWARE ST,Berkeley,CA,Tuesday,37.872499,-122.286632,2017-11-21 16:31:00
2603,17049941,BURGLARY AUTO,BURGLARY - VEHICLE,1900 WALNUT ST,Berkeley,CA,Wednesday,37.872907,-122.266975,2017-08-23 20:56:00
2605,17078337,BURGLARY AUTO,BURGLARY - VEHICLE,1900 SHATTUCK AVE,Berkeley,CA,Wednesday,37.873687,-122.268616,2017-12-27 18:00:00
